Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=269)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=270)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=271)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=272)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=273)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=274)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=275)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=276)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=277)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=278)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=279)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=280)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=281)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=282)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=283)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=284)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=285)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=286)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=287)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=288)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=289)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=290)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=291)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=292)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=293)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=294)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=295)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=296)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=297)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=298)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=299)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=300)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=301)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=302)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=303)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=304)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=305)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=306)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=307)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=308)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=309)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=310)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=311)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=312)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=313)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=314)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=315)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=316)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=317)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=318)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=319)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=320)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=321)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=322)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=323)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=324)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=325)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=326)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=327)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=328)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=329)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=330)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=331)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=332)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=333)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=334)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=335)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=336)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=337)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=338)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=339)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=340)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=341)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=342)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=343)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=344)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=345)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=346)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=347)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=348)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=349)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=350)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=351)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=352)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=353)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=354)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=355)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=356)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=357)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=358)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=359)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=360)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=361)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=362)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=363)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=364)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=365)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=366)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=367)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=368)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=369)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=370)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=371)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=372)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=373)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=374)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=375)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=376)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=377)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=378)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=379)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=380)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=381)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=382)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=383)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=384)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=385)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=386)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=387)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=388)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=389)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=390)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=391)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=392)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=393)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=394)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=395)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=396)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=397)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=398)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=399)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=400)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=401)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=402)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=403)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=404)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=405)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=406)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=407)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=408)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=409)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=410)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=411)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=412)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=413)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=414)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=415)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=416)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=417)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=418)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=419)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=420)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=421)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=422)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=423)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=424)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=425)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=426)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=427)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=428)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=429)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=430)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=431)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=432)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=433)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=434)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=435)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=436)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=437)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=438)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=439)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=440)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=441)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=442)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=443)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=444)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=445)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=446)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=447)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=448)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=449)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=450)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=451)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=452)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=453)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=454)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=455)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=456)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=457)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=458)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=459)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=460)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=461)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=462)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=463)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=464)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=465)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=466)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=467)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=468)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=469)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=470)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=471)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=472)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=473)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=474)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=475)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=476)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=477)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=478)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=479)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=480)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=481)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=482)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=483)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=484)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=485)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=486)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=487)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=488)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=489)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=490)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=491)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=492)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=493)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=494)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=495)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=496)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=497)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=498)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=499)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=500)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=501)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=502)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=503)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=504)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=505)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=506)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=507)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=508)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=509)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=510)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=511)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=512)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=513)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=514)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=515)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=516)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=517)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=518)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=519)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=520)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=521)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=522)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=523)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=524)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=525)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=526)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=527)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=528)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=529)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=530)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=531)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=532)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=533)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=534)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=535)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=536)
Transform(position=(0.0,0.0), direction=(0.0,0.0), speed=(0.0,0.0), rotate=20.0, time=537)
